web-scraper-order,headline,headline-href,head,date
1545823353-187,"Swine flu claims 7 in 11 days, NMC has no vaccine since July",https://timesofindia.indiatimes.com/city/nagpur/swine-flu-claims-7-in-11-days-nmc-has-no-vaccine-since-july/articleshow/66451981.cms,"Swine flu claims 7 in 11 days, NMC has no vaccine since July","Nov 1, 2018, 03:45 IST"
1545823367-194,"Coordinators for organ retrieval units at Government Medical College, Mayo soon",https://timesofindia.indiatimes.com/city/nagpur/coordinators-for-organ-retrieval-units-at-gmc-mayo-soon/articleshow/66561280.cms,"Coordinators for organ retrieval units at Government Medical College, Mayo soon","Nov 10, 2018, 14:11 IST"
1545823365-193,HIV-infected Thailand man accused of raping scores of teenagers,https://timesofindia.indiatimes.com/world/rest-of-world/hiv-infected-thailand-man-accused-of-raping-scores-of-teenagers/articleshow/66552276.cms,HIV-infected Thailand man accused of raping scores of teenagers,"Nov 9, 2018, 10:12 IST"
1545823351-186,'Lovesick' makers intended to explore universal world of AIDS patients,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/lovesick-makers-intended-to-explore-universal-world-of-aids-patients/articleshow/66446155.cms,'Lovesick' makers intended to explore universal world of AIDS patients,"Oct 31, 2018, 17:18 IST"
1545823355-188,HIV positive man gets 10 years in jail for raping stepdaughter,https://timesofindia.indiatimes.com/city/surat/hiv-positive-man-gets-10-years-in-jail-for-raping-minor-stepdaughter/articleshow/66493248.cms,HIV positive man gets 10 years in jail for raping stepdaughter,"Nov 4, 2018, 11:50 IST"
1545823363-192,10.42 lakh kids to get measles-rubella vaccination from November 27,https://timesofindia.indiatimes.com/city/nagpur/10-42l-kids-to-get-mr-vaccination-from-27th/articleshow/66529668.cms,10.42 lakh kids to get measles-rubella vaccination from November 27,"Nov 7, 2018, 11:28 IST"
1545823553-202,"IAVI, Serum join hands to develop antibody products for HIV, other diseases",https://timesofindia.indiatimes.com/business/india-business/iavi-serum-join-hands-to-develop-antibody-products-for-hiv-other-diseases/articleshow/66321452.cms,"IAVI, Serum join hands to develop antibody products for HIV, other diseases","Oct 22, 2018, 21:46 IST"
1545823541-201,Nursing students lack AIDS awareness,https://timesofindia.indiatimes.com/city/vijayawada/nursing-students-lack-aids-awareness/articleshow/66307625.cms,Nursing students lack AIDS awareness,"Oct 22, 2018, 02:44 IST"
1545823527-198,Rehana Fathima is no pilgrim,https://timesofindia.indiatimes.com/city/kochi/rehana-fathima-is-no-pilgrim/articleshow/66289668.cms,Rehana Fathima is no pilgrim,null
1545823557-204,"Gang selling fake blood busted, 5 held",https://timesofindia.indiatimes.com/city/lucknow/gang-selling-fake-blood-busted-5-held/articleshow/66386687.cms,"Gang selling fake blood busted, 5 held","Oct 27, 2018, 08:13 IST"
1545823561-206,Snatchers' den under VIP Road median divider stumps cops,https://timesofindia.indiatimes.com/city/kolkata/snatchers-den-under-vip-road-median-divider-stumps-cops/articleshow/66407898.cms,Snatchers' den under VIP Road median divider stumps cops,"Oct 29, 2018, 05:44 IST"
1545823529-199,NGO organises Diwali celebrations for children suffering from HIV,https://timesofindia.indiatimes.com/city/madurai/ngo-organises-diwali-celebrations-for-children-suffering-from-hiv/articleshow/66298422.cms,NGO organises Diwali celebrations for children suffering from HIV,"Oct 20, 2018, 23:33 IST"
1545823559-205,Bid to molest a woman sleeping outside her house,https://timesofindia.indiatimes.com/city/ahmedabad/bid-to-molest-a-woman-sleeping-outside-her-house/articleshow/66406626.cms,Bid to molest a woman sleeping outside her house,"Oct 29, 2018, 04:49 IST"
1545823539-200,"Woman kills 3 sons, self",https://timesofindia.indiatimes.com/city/jaipur/woman-kills-3-sons-self/articleshow/66298948.cms,"Woman kills 3 sons, self","Oct 21, 2018, 00:26 IST"
1545823555-203,"HIV+ woman denied surgery at Kolkata hospital, says son",https://timesofindia.indiatimes.com/city/kolkata/hiv-woman-denied-surgery-at-hospital-son/articleshow/66326121.cms,"HIV+ woman denied surgery at Kolkata hospital, says son","Oct 23, 2018, 09:17 IST"
1545823525-197,"A blue pill is stopping HIV like never before, study shows",https://timesofindia.indiatimes.com/home/science/a-blue-pill-is-stopping-hiv-like-never-before-study-shows/articleshow/66280769.cms,"A blue pill is stopping HIV like never before, study shows","Oct 19, 2018, 09:51 IST"
1545823715-214,Woman dies due to H1N1 after delivery,https://timesofindia.indiatimes.com/city/hubballi/woman-dies-due-to-h1n1-after-delivery/articleshow/66186645.cms,Woman dies due to H1N1 after delivery,"Oct 13, 2018, 08:55 IST"
1545823723-218,Indian Medical Association annual conference from Friday,https://timesofindia.indiatimes.com/city/nagpur/ima-annual-conference-from-friday/articleshow/66250747.cms,Indian Medical Association annual conference from Friday,"Oct 17, 2018, 11:15 IST"
1545823721-217,Swine flu diagnosis at two Marathwada med colleges,https://timesofindia.indiatimes.com/city/pune/swine-flu-diagnosis-at-two-marathwada-med-colleges/articleshow/66252220.cms,Swine flu diagnosis at two Marathwada med colleges,"Oct 17, 2018, 00:00 IST"
1545823719-216,Blood banks directed to conduct Zika screening of donors,https://timesofindia.indiatimes.com/city/jaipur/blood-banks-in-state-directed-to-conduct-zika-screening-of-donors/articleshow/66229432.cms,Blood banks directed to conduct Zika screening of donors,"Oct 16, 2018, 07:40 IST"
1545823717-215,"Ruts, waterlogging & gravel mar a pleasant drive on Wanowrie Marg",https://timesofindia.indiatimes.com/city/pune/ruts-waterlogging-gravel-mar-a-pleasant-drive-on-wanowrie-marg/articleshow/66208552.cms,"Ruts, waterlogging & gravel mar a pleasant drive on Wanowrie Marg","Oct 15, 2018, 12:24 IST"
1545823710-212,50-bed facility for HIV positive people in Bihar,https://timesofindia.indiatimes.com/city/patna/50-bed-facility-for-hiv-positive-people-in-state/articleshow/66187415.cms,50-bed facility for HIV positive people in Bihar,"Oct 13, 2018, 11:42 IST"
1545823702-211,Smoke detected at Bagri market in Kolkata,https://timesofindia.indiatimes.com/city/kolkata/smoke-detected-at-bagri-market-in-kolkata/articleshow/66185504.cms,Smoke detected at Bagri market in Kolkata,"Oct 12, 2018, 21:05 IST"
1545823712-213,Audacity of crime caught Delhi Police totally by surprise,https://timesofindia.indiatimes.com/city/delhi/audacity-of-crime-caught-police-totally-by-surprise/articleshow/66189748.cms,Audacity of crime caught Delhi Police totally by surprise,"Oct 13, 2018, 10:45 IST"
1545823699-210,Insurers cannot deny cover for HIV-positive patients,https://timesofindia.indiatimes.com/business/india-business/insurers-cannot-deny-cover-for-hiv-positive-patients/articleshow/66183791.cms,Insurers cannot deny cover for HIV-positive patients,"Oct 12, 2018, 18:52 IST"
1545823697-209,Minister's visit helps raise Rs 27 lakh for institution looking after AIDS victims,https://timesofindia.indiatimes.com/city/mangaluru/ministers-visit-helps-raise-rs-27-lakh-for-institution-looking-after-aids-victims/articleshow/66169979.cms,null,"Oct 12, 2018, 11:00 IST"
1545823960-223,"Man weds woman concealing HIV infection, booked",https://timesofindia.indiatimes.com/city/trichy/man-weds-woman-concealing-hiv-infection-booked/articleshow/66092552.cms,"Man weds woman concealing HIV infection, booked","Oct 6, 2018, 11:24 IST"
1545823966-226,MSRTC approves free travel for former MLAs,https://timesofindia.indiatimes.com/city/mumbai/msrtc-approves-free-travel-for-former-mlas/articleshow/66124120.cms,MSRTC approves free travel for former MLAs,"Oct 8, 2018, 20:56 IST"
1545823976-230,"Insurers can't deny cover for HIV+ patients, says IRDAI",https://timesofindia.indiatimes.com/business/india-business/insurers-cant-deny-cover-for-hiv-patients-says-irdai/articleshow/66156781.cms,"Insurers can't deny cover for HIV+ patients, says IRDAI","Oct 11, 2018, 11:36 IST"
1545823964-225,Careers out of curiosity,https://timesofindia.indiatimes.com/city/bengaluru/careers-out-of-curiosity/articleshow/66100889.cms,Careers out of curiosity,"Oct 7, 2018, 07:48 IST"
1545823957-222,Soft skill training for Pune police control room staffers,https://timesofindia.indiatimes.com/city/pune/soft-skill-training-for-pune-police-control-room-staffers/articleshow/66085016.cms,Soft skill training for Pune police control room staffers,"Oct 5, 2018, 15:11 IST"
1545823962-224,"Police probe to fix role of railway authorities, others",https://timesofindia.indiatimes.com/city/pune/police-probe-to-fix-role-of-railway-authorities-others/articleshow/66102659.cms,"Police probe to fix role of railway authorities, others","Oct 7, 2018, 11:18 IST"
1545823972-228,Rehab centre staff held for selling drugs in Delhi,https://timesofindia.indiatimes.com/city/delhi/rehab-centre-staff-held-for-selling-drugs/articleshow/66141065.cms,Rehab centre staff held for selling drugs in Delhi,"Oct 10, 2018, 04:54 IST"
1545823974-229,"Freed from Section 377, their gender identity is still shackled",https://timesofindia.indiatimes.com/city/delhi/freed-from-section-377-their-gender-identity-is-still-shackled/articleshow/66141220.cms,"Freed from Section 377, their gender identity is still shackled","Oct 10, 2018, 03:33 IST"
1545823955-221,‘Govt must extend facilities to LGBTQ’,https://timesofindia.indiatimes.com/city/nagpur/govt-must-extend-facilities-to-lgbtq/articleshow/66077497.cms,‘Govt must extend facilities to LGBTQ’,"Oct 5, 2018, 12:56 IST"
1545823970-227,Modern humans inherited viral defences from Neanderthals,https://timesofindia.indiatimes.com/home/science/modern-humans-inherited-viral-defences-from-neanderthals/articleshow/66140306.cms,Modern humans inherited viral defences from Neanderthals,"Oct 9, 2018, 23:31 IST"
1545824566-254,Vadodara cops forced Lakshya Trust staffers for sex: Gohil,https://timesofindia.indiatimes.com/city/vadodara/vadodara-cops-forced-lakshya-trust-staffers-for-sex-gohil/articleshow/65906635.cms,Vadodara cops forced Lakshya Trust staffers for sex: Gohil,"Sep 22, 2018, 04:24 IST"
1545824526-245,Meerut gets its first counselling centre for mental health patients,https://timesofindia.indiatimes.com/city/meerut/meerut-gets-its-first-counselling-centre-for-mental-health-patients/articleshow/65847784.cms,Meerut gets its first counselling centre for mental health patients,"Sep 18, 2018, 12:16 IST"
1545824543-248,Experts to spread HIV awareness,https://timesofindia.indiatimes.com/city/guwahati/experts-to-spread-hiv-awareness/articleshow/65865674.cms,Experts to spread HIV awareness,"Sep 19, 2018, 09:00 IST"
1545824548-250,HIV patients celebrate festival with enthusiasm,https://timesofindia.indiatimes.com/city/nashik/hiv-patients-celebrate-festival-with-enthusiasm/articleshow/65876660.cms,HIV patients celebrate festival with enthusiasm,null
1545824530-247,Eight-year-old mauled to death by leopard in Moradabad,https://timesofindia.indiatimes.com/city/bareilly/eight-year-old-mauled-to-death-by-leopard-in-moradabad/articleshow/65862721.cms,Eight-year-old mauled to death by leopard in Moradabad,"Sep 19, 2018, 10:48 IST"
1545824545-249,TB remains world's deadliest infectious disease: WHO,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/tb-remains-worlds-deadliest-infectious-disease-who/articleshow/65870702.cms,TB remains world's deadliest infectious disease: WHO,"Sep 19, 2018, 15:27 IST"
1545824559-251,"After brief delay, Mysuru gets its quota of anti-HIV drug",https://timesofindia.indiatimes.com/city/mysuru/medicine-that-prevents-post-natal-aids-tramission-supplied-to-mysuru-after-brief-delay/articleshow/65877525.cms,"After brief delay, Mysuru gets its quota of anti-HIV drug","Sep 20, 2018, 10:26 IST"
1545824528-246,Aurobindo gets approval for HIV drug,https://timesofindia.indiatimes.com/business/india-business/aurobindo-gets-approval-for-hiv-drug/articleshow/65861321.cms,Aurobindo gets approval for HIV drug,"Sep 18, 2018, 21:37 IST"
1545824561-252,India eyes 100% switch from disposable to reuse prevention syringes by 2020,https://timesofindia.indiatimes.com/india/india-eyes-100-switch-from-disposable-to-reuse-prevention-syringes-by-2020/articleshow/65891851.cms,India eyes 100% switch from disposable to reuse prevention syringes by 2020,"Sep 20, 2018, 22:47 IST"
1545824563-253,Religious leaders wanted to have sex with me: Gay prince Manvendra Singh Gohil,https://timesofindia.indiatimes.com/city/vadodara/religious-leaders-wanted-to-have-sex-with-me-gay-prince-manvendra-singh-gohil/articleshow/65898778.cms,Religious leaders wanted to have sex with me: Gay prince Manvendra Singh Gohil,"Sep 21, 2018, 20:42 IST"
1545824860-257,Hijra Habba: An event to mark struggle of the third gender,https://timesofindia.indiatimes.com/city/delhi/hijra-habba-an-event-to-mark-struggle-of-the-third-gender/articleshow/65807144.cms,Hijra Habba: An event to mark struggle of the third gender,"Sep 14, 2018, 13:55 IST"
1545824874-261,Karnataka has third highest number of HIV patients,https://timesofindia.indiatimes.com/city/shillong/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816915.cms,Karnataka has third highest number of HIV patients,"Sep 15, 2018, 08:27 IST"
1545824891-266,Private drug de-addiction centres to have HIV testing,https://timesofindia.indiatimes.com/city/chandigarh/pvt-drug-de-addiction-centres-to-have-hiv-testing/articleshow/65834883.cms,Private drug de-addiction centres to have HIV testing,"Sep 17, 2018, 08:14 IST"
1545824878-263,"HIV spread declining, but not all states show progress",https://timesofindia.indiatimes.com/india/hiv-spread-declining-but-not-all-states-show-progress/articleshow/65816941.cms,"HIV spread declining, but not all states show progress","Sep 15, 2018, 10:36 IST"
1545824876-262,Karnataka has third highest number of HIV patients,https://timesofindia.indiatimes.com/city/bengaluru/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816859.cms,Karnataka has third highest number of HIV patients,"Sep 15, 2018, 08:27 IST"
1545824867-258,‘Many religious leaders came up to me for sex’,https://timesofindia.indiatimes.com/city/vadodara/many-religious-leaders-came-up-to-me-for-sex/articleshow/65906602.cms,‘Many religious leaders came up to me for sex’,"Sep 22, 2018, 08:21 IST"
1545824872-260,Karnataka has third highest number of HIV patients,https://timesofindia.indiatimes.com/city/guwahati/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816916.cms,Karnataka has third highest number of HIV patients,"Sep 15, 2018, 08:27 IST"
1545824889-265,Chandigarh: Synthetic drug use alarms PGI,https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-synthetic-drug-use-alarms-pgi/articleshow/65825891.cms,Chandigarh: Synthetic drug use alarms PGI,"Sep 16, 2018, 06:56 IST"
1545824887-264,I survived rape and heartbreak: Anand Chandrani,https://timesofindia.indiatimes.com/life-style/spotlight/i-survived-rape-and-heartbreak-anand-chandrani/articleshow/65818104.cms,I survived rape and heartbreak: Anand Chandrani,"Sep 15, 2018, 11:01 IST"
